report_date,rows,purchase_zero_rate,redeem_zero_rate,purchase_daily_max,redeem_daily_max,users,new_users,total_purchase_amt,total_redeem_amt,top_user_purchase_share,top_user_redeem_share
2014-01-25,6526,0.30294207784247623,0.9364082133006436,70527132,20322866,6526,101,440854623,185524856,0.15997820669332075,0.10954255099920411
2014-01-26,6600,0.3112121212121212,0.9304545454545454,50348348,61220193,6600,117,528402520,331752519,0.09528408002293404,0.18453572917708577
2014-01-27,6626,0.31602776939329913,0.9328403259885301,52585715,20088223,6626,103,657199484,280645861,0.08001484523381032,0.07157854717123371
2014-01-28,6683,0.31542720335178814,0.9337124046087086,70902916,29379201,6683,113,843424742,248334316,0.08406549211713782,0.1183050392439521
2014-01-29,6735,0.2984409799554566,0.9376391982182628,62779591,11923071,6735,106,952479658,215164666,0.06591173939800822,0.055413703474900475
2014-01-30,6749,0.2987109201363165,0.9509556971403171,15078626,7950482,6749,75,227916211,105288105,0.06615863757054122,0.07551168291992719
2014-01-31,6783,0.29603420315494616,0.9643225711337167,5987595,6827877,6783,72,87324175,48132389,0.06856743851287458,0.14185618336958092
2014-02-01,6780,0.2929203539823009,0.9544247787610619,5008898,13098329,6780,60,64287172,61527060,0.07791442435825299,0.2128872889424588
2014-02-02,6793,0.2986898277638746,0.9623141469159429,10889360,3890836,6793,61,57912761,24395720,0.1880304066317957,0.1594884676492434
2014-02-03,6831,0.301419997072171,0.9597423510466989,10231081,4002400,6831,79,84329848,46109194,0.1213221800186335,0.0868026450429821
2014-02-04,6850,0.3,0.9576642335766423,5607099,9879780,6850,68,83653646,44927333,0.06702755071787307,0.21990577539957692
2014-02-05,6883,0.29739938980095887,0.9508935057387767,86816516,20068538,6883,75,209043990,95407704,0.4153026164492938,0.21034504718822286
2014-02-06,6940,0.29567723342939484,0.9387608069164265,20413385,5884815,6940,105,227860276,111635336,0.089587291643586,0.05271462612877342
2014-02-07,7075,0.29667844522968195,0.9194346289752651,71228253,25590321,7075,165,578818221,273482213,0.12305806972859619,0.09357215856667066
2014-02-08,7133,0.2983316977428852,0.9256974624982476,40067250,39156390,7133,154,358255468,183432237,0.1118398840460964,0.2134651500761014
2014-02-09,7188,0.305370061213133,0.9240400667779632,23152581,85147606,7188,141,341911234,262954049,0.06771518071851362,0.32381173183608214
2014-02-10,7306,0.3119353955652888,0.9121270188885847,37553558,35216516,7306,178,647465140,431753411,0.058000895615785586,0.08156627163276771
2014-02-11,7358,0.31584669747213917,0.9192715411796684,97081548,14301140,7358,149,818803205,243058162,0.11856517830801602,0.05883834503776096
2014-02-12,7443,0.29383313180169285,0.9185812172511084,98800308,45341182,7443,154,763009770,354585919,0.12948760538151433,0.12787079116923422
2014-02-13,7479,0.2885412488300575,0.9173686321700762,49217626,33079195,7479,136,626698794,362757986,0.07853473865149962,0.09118805450640032
2014-02-14,7604,0.29208311415044713,0.923198316675434,44442312,20000000,7604,211,490710434,263261899,0.09056728555317411,0.0759699754349945
2014-02-15,7669,0.2933889685747816,0.9367583778849915,19766645,9938109,7669,238,255393179,121463693,0.07739691826303631,0.08181958538013495
2014-02-16,7721,0.29607563787074215,0.9273410180028494,12072361,25307695,7721,222,331324628,183057224,0.036436654506709354,0.13825018454338628
2014-02-17,7826,0.3038589317659085,0.9168157423971377,90975340,38274259,7826,259,706118060,405809267,0.12883871005933484,0.09431588214568791
2014-02-18,7889,0.3070097604259095,0.915198377487641,27992132,25446140,7889,224,593563145,271125324,0.04715948460715161,0.09385379286812766
2014-02-19,7900,0.28215189873417723,0.920379746835443,23769829,51053490,7900,197,408367966,323990451,0.05820688932294949,0.1575771441486095
2014-02-20,8005,0.27857589006870703,0.9186758276077451,51727397,14870160,8005,215,478925191,230855410,0.10800725869523117,0.064413305280565
2014-02-21,8065,0.28071915685058896,0.9172969621822691,34939467,10127965,8065,193,353981687,178914448,0.09870416545023133,0.05660786545310192
2014-02-22,8079,0.27119693031315756,0.9253620497586335,45645380,17961494,8079,172,282022706,134735118,0.16185001784927203,0.1333096691242739
2014-02-23,8158,0.2789899485167933,0.9242461387594999,24664242,20071703,8158,177,337053711,195214052,0.07317599894338501,0.10281894563614713
2014-02-24,8280,0.28695652173913044,0.9009661835748792,55236539,68606833,8280,216,656317045,473470156,0.08416136594471656,0.1449021276855304
2014-02-25,8344,0.2889501438159156,0.9054410354745925,30966055,21009092,8344,183,563505889,299155352,0.05495249580257714,0.07022803322602766
2014-02-26,8402,0.26957867174482264,0.9076410378481314,62185001,39850564,8402,180,680801145,284819682,0.09134091717780528,0.1399150638753961
2014-02-27,8440,0.2663507109004739,0.9063981042654028,61095583,91635540,8440,140,672909288,492786036,0.09079319321269348,0.1859540110832199
2014-02-28,8454,0.2630707357463922,0.9014667612964278,24925140,35181708,8454,112,428721754,322030204,0.05813826746006455,0.10924971497394077
2014-03-01,8491,0.25968672712283597,0.894240961017548,90956039,14732520,8491,76,362865580,211279011,0.2506604208643873,0.06973016358922657
2014-03-02,8532,0.2694561650257853,0.9108063759962494,10004763,29371062,8532,95,276202230,246199417,0.03622260037509473,0.1192978535769644
2014-03-03,8595,0.2753926701570681,0.9007562536358348,33630563,49030201,8595,100,505305862,513017360,0.06655486415077448,0.09557220636744145
2014-03-04,8638,0.27517943968511227,0.9025237323454504,39485711,10016052,8638,92,524146340,250562978,0.07533337159236865,0.03997418964265343
2014-03-05,8682,0.26364892881824464,0.9080856945404284,20328260,20883285,8682,85,454295491,209072753,0.04474677913983522,0.09988525381879866
2014-03-06,8748,0.2638317329675354,0.9093507087334248,87984803,14902437,8748,91,561787770,243149884,0.15661573230759368,0.06128909771554734
2014-03-07,8789,0.2646489930595062,0.9082944589828195,40321818,50193565,8789,104,380139779,291087220,0.10607103025647836,0.1724347946295959
2014-03-08,8823,0.26215572934376064,0.8950470361555026,10549049,11126738,8823,79,243274169,140323202,0.043362799442961,0.0792936438266282
2014-03-09,8858,0.27071573718672387,0.9144276360352224,10035781,20346150,8858,84,244752519,206312503,0.041003790445155744,0.09861811428849758
2014-03-10,8887,0.2735456284460448,0.9090806796444244,50229081,10637451,8887,70,497338076,308040624,0.10099584854629148,0.034532623852885067
2014-03-11,8940,0.2761744966442953,0.9118568232662192,86963982,99055696,8940,77,430500816,496039886,0.20200654393184705,0.19969300613862329
2014-03-12,8990,0.2625139043381535,0.9162402669632925,29806188,50777099,8990,80,377007897,416491268,0.07905985056859433,0.12191635912040298
2014-03-13,9019,0.26399822596740213,0.9144029271537865,20343939,17991883,9019,80,346286910,316973542,0.05874879590452899,0.05676146622988489
2014-03-14,9063,0.2609511199382103,0.9200044135495973,10246448,24535283,9063,65,315897431,311575572,0.03243599660675936,0.07874584917716207
2014-03-15,9092,0.2639683238011439,0.9179498460184777,18241010,27197062,9092,80,287407002,242799048,0.0634675212262226,0.11201469785005087
2014-03-16,9111,0.2682471737460213,0.9234990670617934,12132437,83354648,9111,67,269387391,390584547,0.045037137614210014,0.21340999955126233
2014-03-17,9167,0.2738082251554489,0.9025853605323443,29919264,51081377,9167,67,339008082,440624592,0.08825531186008716,0.11592947358689412
2014-03-18,9178,0.2734800610154718,0.90379167574635,55231856,100467501,9178,70,435479117,410240726,0.12683009091340652,0.24489889626414127
2014-03-19,9245,0.2647917793401839,0.9076257436452136,39464371,73209387,9245,89,359014064,429298917,0.10992430368967383,0.1705324288064766
2014-03-20,9313,0.26811983249221516,0.9098035004831956,92224370,38428145,9313,97,365011495,336076380,0.2526615497410568,0.11434348644198084
2014-03-21,9341,0.2694572315597902,0.9115726367626592,47869337,40793303,9341,101,282351818,259655286,0.16953790961600962,0.15710561347863336
2014-03-22,9352,0.268819503849444,0.9210863986313088,21084554,14805224,9352,75,191700135,138039412,0.10998716302416793,0.10725360087740739
2014-03-23,9394,0.27592080051096446,0.9199489035554609,20279208,31470027,9394,69,167456369,186443311,0.12110144344524752,0.16879139740229135
2014-03-24,9469,0.2822895765128313,0.9052698278593304,19458707,50584686,9469,100,313180334,437825259,0.06213259546495024,0.1155362441069212
2014-03-25,9493,0.2827346465816918,0.9095122722005688,11948765,14920978,9493,72,314345006,312710515,0.03801162662657348,0.04771498649477777
2014-03-26,9512,0.2723927670311186,0.9072750210260724,15173268,90934300,9512,70,272935544,450254233,0.055592861880972164,0.2019621212533942
2014-03-27,9553,0.27310792421228935,0.9088244530513975,26561860,53087642,9553,79,266231082,359071642,0.09976994346587977,0.14784693579338687
2014-03-28,9579,0.2752896962104604,0.906566447437102,10238774,22667865,9579,81,225966355,405443946,0.04531105526749768,0.055908751933861654
2014-03-29,9637,0.278198609525786,0.9180242814153783,9737434,15037489,9637,85,160250985,155006056,0.060763645228140095,0.0970122677013342
2014-03-30,9674,0.2856109158569361,0.9193715112673144,20293462,19885967,9674,88,205533934,264714811,0.0987353358399689,0.07512223031600601
2014-03-31,9738,0.28804682686383243,0.8967960566851509,22880426,19980626,9738,93,398884905,423852634,0.05736097233361087,0.04714050213971302
2014-04-01,9798,0.2908756889161053,0.8971218616044091,14915858,15074052,9798,102,453320585,277429358,0.03290355323264219,0.0543347398727715
2014-04-02,9812,0.28220546269873625,0.9018548715858133,15192251,73804084,9812,98,355347118,272612066,0.042753269213231665,0.27072933741678185
2014-04-03,9873,0.2830953104426213,0.9040818393598703,80005601,49146265,9873,114,363877120,266605457,0.21986983133207166,0.18434080664747984
2014-04-04,9858,0.28281598701562183,0.9094136741732602,5243187,11600991,9858,91,251895894,200192637,0.020814896649327678,0.05794913925830349
2014-04-05,9864,0.2839618815896188,0.9278183292781833,19538916,35631243,9864,75,202336542,163199682,0.09656642249030825,0.21832912027365348
2014-04-06,9885,0.2881133029843197,0.9297926150733434,10027476,6746669,9885,68,129477254,139576683,0.0774458500641356,0.048336648034543135
2014-04-07,9922,0.29338842975206614,0.9196734529328764,9790467,23676826,9922,82,196936223,176966561,0.04971389646281578,0.1337926547603533
2014-04-08,9951,0.2891166716912873,0.9002110340669279,9834343,19651804,9951,70,354770149,250015131,0.02772032265882663,0.07860245866479178
2014-04-09,10001,0.2896710328967103,0.9101089891010898,59760820,43652950,10001,68,383347565,289330278,0.1558920036442647,0.15087584438708485
2014-04-10,10042,0.2892850029874527,0.9132642899820753,20135624,14957178,10042,77,386567460,286914864,0.05208825388458718,0.052131067005298126
2014-04-11,10074,0.2910462576930713,0.912447885646218,5452140,59499298,10074,72,237829882,277077434,0.022924537295948372,0.21473888053979884
2014-04-12,10066,0.29048281343135307,0.9276773296244785,6903844,5379826,10066,55,177642053,123295320,0.038863793135739094,0.04363365941221451
2014-04-13,10138,0.29611363188005524,0.9167488656539752,29599395,9948810,10138,80,208172985,178934722,0.14218653299322195,0.05560022050946602
2014-04-14,10165,0.30083620265617317,0.9118544023610428,10045113,66659521,10165,87,309853269,415986984,0.0324189350411533,0.16024424696903497
2014-04-15,10181,0.2998723111678617,0.9090462626461054,40754231,27174126,10181,67,428681231,285293076,0.09506884848896031,0.09524986158444308
2014-04-16,10206,0.2956104252400549,0.9128943758573388,45532076,18080630,10206,68,387847838,255914640,0.11739675083608433,0.07065101863652662
2014-04-17,10215,0.2911404796867352,0.9162995594713657,56495597,18576280,10215,62,355792647,265341592,0.15878798360889115,0.07000892645582679
2014-04-18,10251,0.2923617208077261,0.9183494293239683,8960458,20145558,10251,65,239300383,225952909,0.037444394729614784,0.08915821482077047
2014-04-19,10263,0.29348143817597194,0.9193218357205496,100398176,5056496,10263,63,268729366,146374940,0.37360329276406656,0.034544820308722246
2014-04-20,10280,0.2992217898832685,0.9187743190661478,18337393,19956206,10280,58,191259529,161057781,0.09587701640737598,0.12390712125855007
2014-04-21,10318,0.30199651095173485,0.9055049428183757,13084150,38183799,10318,70,301134667,295635256,0.04344949762957714,0.12915847560481758
2014-04-22,10304,0.3027950310559006,0.9154697204968945,15251655,15168169,10304,48,285248757,268810141,0.05346791046665279,0.05642707132838415
2014-04-23,10330,0.29496611810261375,0.9093901258470475,10862946,14834380,10330,45,313677307,278470936,0.03463095913406321,0.05327083757135789
2014-04-24,10373,0.2990455991516437,0.9093801214691989,69103956,15327152,10373,64,318358891,224536754,0.2170630629568313,0.0682612166024276
2014-04-25,10409,0.3003170333365357,0.9088288980689788,8634005,10416526,10409,60,220927432,227764292,0.0390807285534374,0.0457337974646175
2014-04-26,10421,0.2990116111697534,0.9214086939833029,5243793,15262049,10421,52,151625415,158122962,0.03458386577210687,0.09652013095985389
2014-04-27,10446,0.3058587018954624,0.9193949837258281,11291297,12813723,10446,63,146837951,191915377,0.07689631272503931,0.06676756808288478
2014-04-28,10484,0.3102823349866463,0.9047119420068676,19889895,17463590,10484,71,324937272,327724735,0.061211491305928116,0.05328737240416107
2014-04-29,10457,0.30917089031270917,0.9080998374294731,15115827,10221544,10457,43,330607104,307578349,0.04572142224747838,0.03323232611538597
2014-04-30,10492,0.3012771635531834,0.908787647731605,21204325,58818215,10492,43,260091330,281835975,0.0815264584175105,0.20869661866268138
2014-05-01,10513,0.30419480643013413,0.9218110910301531,10049178,14998556,10513,54,193045106,143362755,0.05205611376648937,0.10461961337168779
2014-05-02,10516,0.3051540509699506,0.9234499809813618,5032173,17080014,10516,40,125336258,121222064,0.04014937959931754,0.1408985578730948
2014-05-03,10526,0.30638419152574575,0.925897776933308,12245189,15317892,10526,56,185094488,199568043,0.06615642168663607,0.0767552348048029
2014-05-04,10555,0.30753197536712457,0.9094268119374704,9144286,27722744,10555,50,303087562,413222034,0.030170442956019422,0.06708922012614651
2014-05-05,10612,0.31200527704485487,0.9091594421409724,10812642,16117942,10612,71,370924149,309330781,0.029150547434429783,0.05210584587765289
2014-05-06,10624,0.3151355421686747,0.9084149096385542,7135203,20211820,10624,45,318002728,341108696,0.022437552799861517,0.05925331202931279
2014-05-07,10656,0.3096846846846847,0.9146021021021021,63331037,31904038,10656,69,417327518,239372999,0.15175380071629976,0.1332816906388009
2014-05-08,10671,0.3099990628807047,0.9139724486927185,19823013,32634496,10671,43,392838756,273187499,0.05046094026425438,0.11945823333592581
2014-05-09,10715,0.31152589827344845,0.9139524031731218,32825400,36694709,10715,71,281479009,247743971,0.11661757697889294,0.1481154469748933
2014-05-10,10705,0.3115366651097618,0.9219990658570761,59406764,8819002,10705,50,287240171,147248328,0.20681913603233443,0.059892034903105996
2014-05-11,10753,0.3146098763135869,0.9189063517158003,10561706,8988940,10753,74,182424063,152945581,0.057896451960945526,0.058772145891550796
2014-05-12,10767,0.3190303705767623,0.914182223460574,13278189,38819708,10767,51,325108597,293952908,0.04084231891290158,0.1320609762431743
2014-05-13,10788,0.32007786429365964,0.9169447534297367,13965964,20200532,10788,56,275241493,257918375,0.05074076531041052,0.07832141467237455
2014-05-14,10790,0.3108433734939759,0.9180722891566265,10697557,56880844,10790,53,305474522,316225442,0.03501947373535787,0.17987434420282983
2014-05-15,10824,0.3107908351810791,0.9138026607538803,9815736,15269746,10824,53,313367089,238307643,0.03132344252015565,0.06407577116609726
2014-05-16,10849,0.3133007650474698,0.9142778136233755,10347586,30533077,10849,51,231967423,282094916,0.044607927553689294,0.10823689215299435
2014-05-17,10868,0.3119249171880751,0.9272175193227825,7992969,5088554,10868,56,170983868,145854372,0.04674691883798067,0.0348879086051668
2014-05-18,10874,0.31883391576236897,0.9279014162221814,5052531,14798366,10874,48,164419642,153440019,0.03072948547108502,0.09644397919424137
2014-05-19,10914,0.319956019791094,0.9091991936961701,5557185,13885078,10914,48,259077930,293791406,0.021449858735554973,0.04726168879153667
2014-05-20,10930,0.3175663311985361,0.9074107959743825,98278406,29877790,10930,51,453955303,260040720,0.216493574038059,0.11489658235064108
2014-05-21,10971,0.31473885698660103,0.911585087959165,16104265,15332154,10971,65,297799722,250223726,0.054077501791623565,0.06127378184752952
2014-05-22,10999,0.3173924902263842,0.9144467678879898,50609219,24083234,10999,68,344636549,251108485,0.14684809010201644,0.09590768706999288
2014-05-23,11029,0.31807054130020856,0.9146794813673044,29318088,24689208,11029,76,249546195,229000787,0.1174856142366747,0.1078127648530745
2014-05-24,11039,0.31886946281366063,0.9238155630038953,10087775,18168434,11039,45,160073254,154409868,0.0630197409493531,0.11766368455155987
2014-05-25,11053,0.32289876051750654,0.9194788745137067,10041344,20044780,11053,52,166943526,231004758,0.0601481485421603,0.08677215211298808
2014-05-26,11082,0.3282800938458762,0.9075076700956506,31184024,19947248,11082,55,344890868,274707572,0.09041707651128646,0.07261266172888747
2014-05-27,11084,0.32740887766149407,0.914741970407795,16233967,52431383,11084,50,299049555,321965845,0.054285207011928176,0.16284765547103297
2014-05-28,11081,0.3191047739373703,0.9088529916072556,7486480,58673656,11081,39,276134813,415891684,0.0271116847552286,0.14107917579809073
2014-05-29,11093,0.3213738393581538,0.9176958442260885,24738250,39772426,11093,35,320549863,313827800,0.07717442075462687,0.12673327856869276
2014-05-30,11100,0.32045045045045045,0.9131531531531532,19327117,39449939,11100,39,226547701,312802179,0.08531146824570954,0.12611785226726313
2014-05-31,11110,0.32394239423942395,0.9290729072907291,12811901,10035919,11110,32,146823669,142862063,0.08726046070950591,0.07024901355372419
2014-06-01,11116,0.32754587981288236,0.9239834472831954,7842065,15120304,11116,26,183489775,149829253,0.042738430520174765,0.10091690172145489
2014-06-02,11141,0.3318373575083027,0.9290009873440446,5875908,31660554,11141,45,158219402,170409506,0.03713772094777605,0.18579100863070397
2014-06-03,11180,0.32889087656529514,0.9061717352415026,14620262,46331130,11180,47,270887462,385622582,0.0539717190749862,0.12014630927397296
2014-06-04,11178,0.3269815709429236,0.9139380926820541,9863285,43175718,11178,34,274460744,303978838,0.035936960806314804,0.14203527549506587
2014-06-05,11221,0.32581766330986545,0.9208626682113894,28165778,49401331,11221,57,380042567,355645445,0.07411216649318128,0.1389061260154759
2014-06-06,11234,0.32828912230728147,0.9129428520562578,20587236,25194388,11234,42,301413900,274862067,0.06830221167636927,0.09166193165534188
2014-06-07,11237,0.3304262703568568,0.9271157782326244,10209831,20408354,11237,33,187801995,146203577,0.05436486976615983,0.13958860938128756
2014-06-08,11241,0.3332443732763989,0.9282092340539098,91562954,9695272,11241,38,302171269,169525332,0.30301674379240867,0.05719069761208313
2014-06-09,11292,0.3331562167906483,0.9148955012398158,30635663,17103151,11292,52,366114374,287520152,0.0836778481688348,0.05948505132954994
2014-06-10,11299,0.33622444464111867,0.9184883618019294,10214076,18909392,11299,42,354031597,298190025,0.02885074690098918,0.06341389857021541
2014-06-11,11333,0.33098032295067503,0.9193505691343863,34560882,19717277,11333,51,327661453,246127540,0.1054774117723271,0.0801099990679629
2014-06-12,11349,0.3317472905101771,0.9197286104502599,20174576,15000000,11349,52,332365185,236467885,0.06070002789251227,0.06343356096748613
2014-06-13,11379,0.3309605413480974,0.9162492310396344,5116860,78380054,11379,53,216923770,386799040,0.02358828633671635,0.20263766425066618
2014-06-14,11390,0.32985074626865674,0.9260755048287972,10126450,31443299,11390,46,181574530,229916191,0.055770211824312584,0.13675982915009235
2014-06-15,11407,0.33453142807048303,0.9243447006224248,4997434,5082745,11407,42,166080126,116623756,0.03009049981091657,0.04358241557577686
2014-06-16,11433,0.3366570453949095,0.9072859267034025,26346087,100930543,11433,48,387308484,492349489,0.06802352152967556,0.20499776125491215
2014-06-17,11451,0.3383110645358484,0.9039385206532181,10179942,55791701,11451,63,270350693,502560223,0.03765458074856867,0.11101495591305482
2014-06-18,11487,0.33133106990511013,0.903891355445286,30531791,44881538,11487,56,335262709,421920230,0.0910682583549726,0.10637446324865722
2014-06-19,11497,0.3356527789858224,0.9063233887100983,96616618,16486228,11497,46,338609087,284956260,0.28533380145229237,0.057855293300101564
2014-06-20,11502,0.3328986263258564,0.9047122239610502,17336463,19784023,11502,54,251582530,286583065,0.06890964567372782,0.06903416641175221
2014-06-21,11528,0.3376127689104788,0.9205412907702984,9878534,63367736,11528,61,177999186,231003775,0.0554976358150312,0.2743147206144142
2014-06-22,11541,0.3393986656268954,0.9212373277878867,6764066,37133623,11541,42,147180819,361285652,0.045957523853702706,0.10278189237362795
2014-06-23,11562,0.34362567029925617,0.9078879086663207,10172659,49695283,11562,40,232227670,373779624,0.043804680983967156,0.13295342979958694
2014-06-24,11577,0.3430076876565604,0.9108577351645504,13936482,51135805,11577,40,245450766,428471509,0.05677913427249194,0.11934470303368526
2014-06-25,11594,0.3390546834569605,0.9052095911678454,13021245,100816125,11594,46,264663201,547295931,0.04919930292840371,0.18420770060503153
2014-06-26,11622,0.3421097917742213,0.9009636895542936,10686550,36699411,11622,62,297628039,418742109,0.035905723250758644,0.08764203601983578
2014-06-27,11616,0.34013429752066116,0.9102961432506887,30040193,39533965,11616,42,264282703,399444352,0.11366689026182693,0.09897239703617089
2014-06-28,11630,0.34402407566638005,0.9179707652622527,9754146,35096929,11630,37,153826161,283400236,0.06341018937604508,0.12384227160629464
2014-06-29,11627,0.34755310914251314,0.9163154726068633,7380237,27468596,11627,33,158801540,261170799,0.04647459338240675,0.10517483618067118
2014-06-30,11682,0.349768875192604,0.8981338811847286,15258706,21163698,11682,50,334054112,456547794,0.045677348225547365,0.04635593091925005
2014-07-01,11718,0.3509131251066735,0.8961426864652671,10887778,25787183,11718,60,384428753,374164541,0.028321965812999426,0.06891936614592242
2014-07-02,11716,0.3479003072721065,0.9055991806077159,15110313,11129160,11716,49,384555819,328950951,0.03929289911486166,0.03383227793130776
2014-07-03,11734,0.3498380773819669,0.9122208965399693,35730314,21812051,11734,52,297894643,289009780,0.11994278796077579,0.07547167088947647
2014-07-04,11718,0.35014507595152755,0.9098822324628776,6763411,25486040,11718,48,211649838,264494550,0.03195566348602639,0.09635752419095214
2014-07-05,11736,0.35139740967961824,0.9145364689843217,7309168,28046165,11736,54,169383796,272535138,0.043151518460478946,0.10290843670954458
2014-07-06,11734,0.35435486620078405,0.9212544741776035,7905466,14780461,11734,45,199569025,195530758,0.03961269039621755,0.07559148827111896
2014-07-07,11770,0.35632965165675445,0.9116397621070518,9768925,15089498,11770,45,272182847,317612569,0.03589103835040714,0.04750913368293054
2014-07-08,11771,0.35859315266332514,0.9143658142893551,11725120,28471620,11771,40,224240103,340453063,0.052288238558292136,0.0836286204891627
2014-07-09,11772,0.35304111450900444,0.9126741420319402,46713667,14721191,11772,46,278005555,269642881,0.16803141577512723,0.054595140600059086
2014-07-10,11782,0.35028008827024276,0.9089288745544051,20571879,30486255,11782,39,283095921,326009240,0.0726675217619967,0.09351346912743945
2014-07-11,11804,0.3534395120298204,0.913842765164351,9774790,16652553,11804,37,208671021,240050748,0.04684306404002308,0.06937096900860314
2014-07-12,11823,0.35566269136428996,0.925568806563478,20435992,10245470,11823,47,177644343,149081488,0.11503879974382297,0.06872395853736045
2014-07-13,11871,0.3599528262151462,0.9224159716957291,22794948,25591646,11871,64,179759885,199459990,0.12680775802677,0.12830465899451815
2014-07-14,11902,0.3606116619055621,0.916652663417913,29439997,29272431,11902,62,254797524,284753279,0.11554271225963718,0.10279927628155601
2014-07-15,11901,0.3605579363078733,0.9195865893622385,43662587,29309280,11901,48,334810012,261722182,0.130410039828797,0.11198622820590728
2014-07-16,11916,0.3557401812688822,0.921366230278617,61163004,10184882,11916,57,394890140,234775948,0.1548861260501465,0.04338128367391365
2014-07-17,11915,0.35820394460763744,0.9198489299202686,9393954,24100000,11915,60,253011280,298279385,0.037128597586637245,0.08079673357245255
2014-07-18,11924,0.35575310298557533,0.9227608185172761,10905015,14970043,11924,55,208959595,208671287,0.05218719437123718,0.07173983165206625
2014-07-19,11940,0.3591289782244556,0.9338358458961474,47046536,27423179,11940,56,210318023,155464283,0.2236923651569319,0.17639536535861425
2014-07-20,11961,0.36234428559484994,0.9280160521695511,14562571,14395514,11961,54,176449304,174462836,0.08253118980849027,0.08251335545181668
2014-07-21,11987,0.3625594393926754,0.9204137815967298,101239645,100400916,11987,50,378088594,434191479,0.2677669906117295,0.23123649554624262
2014-07-22,12020,0.3638935108153078,0.9169717138103162,10125111,80555192,12020,52,243084133,369043423,0.04165270219426457,0.21828106661583832
2014-07-23,12017,0.3575767662478156,0.9186152949987517,28296134,26341571,12017,49,265461894,308353077,0.106592074567207,0.08542665199348733
2014-07-24,12030,0.35943474646716544,0.9197007481296758,26087950,60258644,12030,57,277044480,347622431,0.09416520408563997,0.17334509693938593
2014-07-25,12009,0.3563993671413107,0.92097593471563,7000414,14909491,12009,37,181641088,262874791,0.038539815396833564,0.0567170817075419
2014-07-26,12028,0.3594945128034586,0.9301629531094113,7150877,100418940,12028,39,128268053,282653341,0.0557494780091501,0.35527243245994394
2014-07-27,12040,0.3620431893687708,0.9258305647840531,15058217,12713904,12040,50,151406251,166610652,0.09945571533899218,0.07630907056290735
2014-07-28,12083,0.36414797649590336,0.9143424646197137,93210531,47289629,12083,53,371762756,345986909,0.25072584462979397,0.13668039966217335
2014-07-29,12073,0.36444959827714735,0.9189927938374887,9940865,20831570,12073,35,228093046,303480103,0.043582499222707564,0.06864229250640527
2014-07-30,12089,0.36049301017453883,0.9184382496484408,9958161,15363630,12089,54,209917272,250117716,0.0474385023448666,0.061425596897742345
2014-07-31,12101,0.360713990579291,0.9190975952400628,5044541,35223653,12101,48,191728916,277194379,0.026310799149357314,0.12707203200538203
2014-08-01,12111,0.36124184625547023,0.9133019568986871,35400077,10085041,12111,38,374884735,252540858,0.09442923036063339,0.03993429451324664
2014-08-02,12103,0.3634636040651078,0.9277864992150706,14340249,15379014,12103,39,189092130,172250225,0.07583736562700943,0.08928298352005055
2014-08-03,12136,0.3680784442979565,0.9265820698747528,16433575,13439823,12136,50,173825397,127125217,0.0945407016674324,0.10572114106991062
2014-08-04,12157,0.3681006827342272,0.9135477502673357,39861745,10006566,12157,40,330640884,322907524,0.12055903225809184,0.03098895273806008
2014-08-05,12174,0.3702973550188927,0.917200591424347,31286393,10003500,12174,44,394780870,221706539,0.0792500229304424,0.04512045537817899
2014-08-06,12189,0.3636885716629748,0.9191894330954139,39838840,18083598,12189,41,288821016,282346594,0.13793608426334183,0.06404751601147347
2014-08-07,12204,0.3669288757784333,0.9278105539167486,7966352,22380551,12204,45,247646474,253659514,0.032168243186858375,0.08823067838882637
2014-08-08,12195,0.36227962279622794,0.9253792537925379,10559688,47873023,12195,30,233903717,311648757,0.045145447603126374,0.15361210954549065
2014-08-09,12225,0.3667075664621677,0.9356237218813906,7602467,20314322,12225,44,160262764,163611708,0.04743751330783238,0.12416178675917251
2014-08-10,12227,0.36934652817534963,0.9308906518361004,54636517,8095488,12227,42,259534870,189909225,0.21051705691801645,0.04262819776132518
2014-08-11,12266,0.37118865155714986,0.9193706179683678,19823933,47995649,12266,42,331550471,418603336,0.05979159957218097,0.11465663283677223
2014-08-12,12307,0.3726334606321606,0.9234581945234419,14994844,33502173,12307,57,258493673,309754858,0.058008553269309614,0.10815705431163891
2014-08-13,12314,0.3687672567808998,0.9261003735585512,19989672,51723057,12314,62,261506619,303975517,0.07644040551034771,0.1701553385301093
2014-08-14,12301,0.3666368587919681,0.9241525079261849,25079319,15030658,12301,37,257702660,211939431,0.09731882084569868,0.07091959211686286
2014-08-15,12316,0.36554075998700875,0.9230269568041571,22435196,38331921,12316,40,244551620,236516007,0.0917401242322582,0.16206903493005445
2014-08-16,12346,0.367649441114531,0.932690750040499,24204473,49490791,12346,46,215059736,219214339,0.11254767373098608,0.2257643876115239
2014-08-17,12370,0.37105901374292644,0.9288601455133387,5945262,10132973,12370,51,149978271,139564084,0.03964082236952845,0.07260444599772532
2014-08-18,12401,0.3734376259979034,0.9179904846383357,15628533,15064567,12401,50,298499146,259169016,0.05235704426437455,0.05812641971060306
2014-08-19,12411,0.37152525985013296,0.9206349206349206,12107028,14918406,12411,51,266401973,254929877,0.04544646521818365,0.058519645384679644
2014-08-20,12436,0.3657928594403345,0.9230459954969443,47453506,6888040,12436,55,308378692,202452782,0.15388062544866102,0.03402294565653338
