feature,feature_value,target,users,amount_mean,amount_median,amount_p90,active_day_rate_mean,positive_day_amount_mean,positive_day_amount_median
constellation,水瓶座,tftocard_amt,2336,6380.885956388933,0.0,10264.31325818572,0.007539839888738235,274818.82945117133,0.0
constellation,狮子座,tftocard_amt,2387,5556.99482530407,0.0,7001.549869400227,0.006730415850183126,284663.6477924669,0.0
constellation,白羊座,tftocard_amt,1992,6895.417276571824,0.0,8786.561064572437,0.007470853762225885,305099.3792568039,0.0
constellation,金牛座,tftocard_amt,2108,5724.557175922538,0.0,8891.659837814765,0.007205448554477997,275027.1031068276,0.0
constellation,双子座,tBalance,2088,654051.9470576304,97.5,1481993.0500593418,0.4024112901808208,734648.4759614292,220.18201754385964
constellation,双鱼座,tBalance,2265,635314.5841459011,121.76470588235294,1337308.00143118,0.4140309561687899,696525.9439035929,324.90909090909093
constellation,处女座,tBalance,2497,613289.9297550226,37.0,1106235.8354133563,0.39398146860353145,692671.4816126825,99.99497487437186
constellation,天秤座,tBalance,2910,710127.8916084503,252.73476988560788,1468259.6614872024,0.4210017735806414,830680.2722927157,540.9060576703898
constellation,天蝎座,tBalance,2640,740077.5949128404,215.50388229153072,1683591.5174554356,0.41699532208104423,852947.6702520578,633.0085139318885
constellation,射手座,tBalance,2336,671609.38038266,160.8602727475967,1473264.5072857141,0.40536831157380837,771722.8457554728,503.5
constellation,巨蟹座,tBalance,2202,697302.2930713147,3.952020202020202,1289861.3965727987,0.38661511040772595,825089.5660092997,19.75531914893617
constellation,摩羯座,tBalance,2280,709740.6965834704,165.2854803034969,1572676.5229033106,0.40958964285932437,821335.0160763604,516.3880597014925
constellation,水瓶座,tBalance,2336,673963.2164017032,88.09493670886076,1490840.2575015947,0.4087155679310212,751296.6825421737,203.85807860262008
constellation,狮子座,tBalance,2387,604759.9196185177,131.07920792079207,1173016.7352884463,0.3984724640129436,684477.939636873,299.0
constellation,白羊座,tBalance,1992,801967.7857640682,137.77603491487338,1739354.4201388007,0.4028125853066367,927391.4274201726,315.3311336717428
constellation,金牛座,tBalance,2108,636681.0841057965,37.129502480019056,1288647.4387057382,0.3955625374576199,722108.4476397609,97.5
constellation,双子座,yBalance,2088,650324.8922144887,96.36486849168008,1472745.9695711655,0.3996009847006142,734049.6004104966,219.96128318584073
constellation,双鱼座,yBalance,2265,632268.8709063579,116.0,1330105.4303268625,0.410549483791175,696205.5045110261,321.45416666666665
constellation,处女座,yBalance,2497,610573.4276828747,33.873479318734795,1097939.8525292848,0.39041884617049727,692761.8221847127,99.0
constellation,天秤座,yBalance,2910,707190.6171791021,247.56142987249544,1455532.919045984,0.4179812935392071,830387.4641259187,516.9086709310591
constellation,天蝎座,yBalance,2640,736273.3157759313,198.99841872232764,1676347.3425438185,0.4133694100450999,852289.4456495957,606.4667858967808
constellation,射手座,yBalance,2336,668033.3630295789,156.38897092230803,1462960.1111007752,0.4026681458716218,770940.6382879711,499.0
constellation,巨蟹座,yBalance,2202,693900.4388927615,3.939623507805326,1289613.7708993466,0.38338405158868494,824842.5164465578,19.773504273504273
constellation,摩羯座,yBalance,2280,706198.5735682775,156.23475032010242,1558116.4661192582,0.40645799754001033,820848.5268562854,506.10913705583755
constellation,水瓶座,yBalance,2336,669799.7209053545,85.51882762046696,1487755.9438260333,0.40488326525353274,750706.4296095831,198.4035087719298
constellation,狮子座,yBalance,2387,601230.79597077,107.11811023622047,1164816.2210884364,0.3933108861738463,683709.8585940051,271.1981132075472
constellation,白羊座,yBalance,1992,798353.7157813932,120.32957516339869,1698131.320665624,0.39937004897740713,927054.5908807608,310.7191340624648
constellation,金牛座,yBalance,2108,633325.7608567429,32.781738579541596,1267433.788729874,0.3917869009837593,721542.3463973205,93.3479381443299
